SchemeCode,SchemeName,SchemeCategory,Inception,ExpenseRatio,TurnoverRatio,ALP3Y,ALP5Y,ALP10Y,BET3Y,BET5Y,BET10Y,R2_3YRS,R2_5YRS,R2_10YRS,SD_3YRS,SD_5YRS,SD_10YRS,SHP_3YRS,SHP_5YRS,SHP_10YRS
102528,ICICI Prudential MidCap Fund Growth,Mid-Cap,2004-10-28,1.93,65.0,-1.41,0.67,-1.15,0.89,0.95,0.95,90.46,90.83,91.45,16.56,17.48,19.44,0.69,1.39,0.48
102529,ICICI Prudential MidCap Fund Payout Inc Dist cum Cap Wdrl,Mid-Cap,2004-10-28,1.93,65.0,-2.08,0.1,-1.73,0.88,0.94,0.95,90.78,90.85,91.34,16.42,17.37,19.37,0.65,1.35,0.45
102531,UTI - Ultra Short Duration Fund - Regular Plan - Weekly Reinvestment Inc Dist cum Cap Wdrl Option,Ultra Short Duration,2003-08-31,0.92,97.65,-0.85,0.63,-0.59,3.13,-1.69,-0.64,68.94,1.19,0.38,0.45,1.24,1.52,-0.69,0.26,-0.55
102532,UTI - Ultra Short Duration Fund - Regular Plan - Growth Option,Ultra Short Duration,2003-08-29,0.92,97.65,-0.85,0.56,0.08,3.13,0.23,0.63,68.94,0.02,0.38,0.45,1.19,1.54,-0.69,0.5,0.21
102533,UTI Conservative Hybrid Fund Regluar Plan Months Payment Payout Inc Dist cum Cap Wdrl,Conservative Allocation,2004-01-01,1.81,28.0,0.71,1.99,-0.87,1.15,1.17,1.16,87.55,77.03,67.38,4.31,4.65,5.09,0.55,1.38,0.41
102534,UTI Conservative Hybrid Fund Regluar Plan Flexi Payout Inc Dist cum Cap Wdrl,Conservative Allocation,2003-12-16,1.81,28.0,0.59,1.83,-1.32,1.15,1.17,1.13,87.37,76.86,65.34,4.29,4.63,5.04,0.52,1.34,0.31
102535,UTI Conservative Hybrid Fund Regluar Plan Growth,Conservative Allocation,2003-12-16,1.81,28.0,0.71,1.96,-0.89,1.15,1.17,1.15,87.55,76.85,67.32,4.31,4.64,5.08,0.55,1.37,0.4
102536,UTI Conservative Hybrid Fund Regluar Plan Monthly Reinvestment Inc Dist cum Cap Wdrl,Conservative Allocation,2003-12-16,1.81,28.0,0.68,1.68,-2.18,1.15,1.18,1.22,87.6,76.28,66.49,4.31,4.69,5.41,0.54,1.3,0.17
102538,UTI - Low Duration Fund - Discontinued - Flexi Reinvestment Inc Dist cum Cap Wdrl,Low Duration,1999-12-07,0.46,216.83,0.97,3.3,2.31,4.91,-0.59,-1.33,58.98,0.04,0.25,0.66,2.26,3.94,3.95,1.4,0.46
102539,UTI - Low Duration Fund - Discontinued Bonus Option,Low Duration,2002-09-12,0.46,216.83,-1.05,1.21,0.17,4.05,0.23,-0.84,58.26,0.01,0.1,0.56,2.04,3.85,-0.52,0.6,-0.04
102540,UTI - Low Duration Fund - Discontinued Growth Option,Low Duration,1999-12-07,0.46,216.83,-1.05,1.21,0.17,4.05,0.23,-0.84,58.26,0.01,0.1,0.56,2.04,3.85,-0.52,0.6,-0.04
102541,UTI - Low Duration Fund - Discontinued - Quarterly Payout Inc Dist cum Cap Wdrl,Low Duration,1999-12-07,0.46,216.83,-1.05,1.2,0.09,4.05,0.24,-1.8,58.26,0.01,0.48,0.56,2.04,3.85,-0.52,0.6,-0.16
102544,UTI - Low Duration Fund - Regular Plan - Growth Option,Low Duration,2007-04-23,0.46,216.83,-0.64,1.63,0.62,3.97,0.18,-0.82,59.01,0.01,0.1,0.55,2.04,3.85,0.43,0.8,0.08
102545,UTI - Low Duration Fund - Regular Plan - Bonus Option,Low Duration,2004-03-17,0.46,216.83,-0.64,1.63,0.62,3.97,0.18,-0.82,59.0,0.01,0.1,0.55,2.04,3.85,0.43,0.8,0.08
102591,Kotak Savings Fund Growth,Ultra Short Duration,2004-08-13,0.81,207.37,-0.75,-0.53,-0.23,3.09,3.67,2.01,67.45,51.73,46.16,0.44,0.58,0.6,-0.38,0.36,1.23
102592,Kotak Savings Fund Monthly Payout of Income Dis cum Cap wdrl,Ultra Short Duration,2004-08-13,0.81,207.37,-0.75,-0.54,-0.88,3.07,3.66,1.23,66.89,51.55,16.88,0.44,0.58,0.53,-0.41,0.34,-0.91
102594,ICICI Prudential Value Discovery Fund Growth,Value,2004-08-16,1.57,46.0,6.74,8.73,2.09,0.77,0.8,0.83,88.14,84.42,87.67,12.17,13.72,15.01,1.04,1.76,0.58
102595,ICICI Prudential Value Discovery Fund Payout of Income Distribution cum Cap wdrl,Value,2004-08-16,1.57,46.0,5.7,7.57,0.69,0.76,0.8,0.85,86.49,82.9,87.2,12.17,13.8,15.41,0.95,1.67,0.49
102741,ICICI Prudential Medium Term Bond Fund Growth,Medium Duration,2004-09-15,1.35,69.97,0.35,0.31,-0.14,1.02,1.04,1.13,84.17,57.8,67.79,1.22,1.85,1.85,0.34,0.77,0.73
102860,SBI Savings Fund Regular Plan Weekly Payout of Income Distribution cum cap,Money Market,2004-11-25,0.69,216.04,-0.85,-0.58,-0.99,3.71,3.99,1.17,71.37,59.53,14.33,0.49,0.59,0.53,-0.25,0.38,-1.2
102874,Kotak Small Cap Payout of Income Dis cum Cap wdrl,Small-Cap,2005-02-24,1.68,23.25,-3.28,1.71,0.87,0.81,0.85,0.87,90.89,89.83,91.95,17.1,18.44,20.66,0.44,1.44,0.56
102875,Kotak Small Cap Growth,Small-Cap,2005-02-24,1.68,23.25,-3.28,1.71,1.02,0.81,0.85,0.87,90.89,89.83,91.93,17.1,18.44,20.62,0.44,1.44,0.57
102883,Franklin India Equity Advantage Fund Growth,Large & Mid- Cap,2005-02-03,2.06,115.9,0.02,1.57,-2.02,0.94,0.97,1.02,91.72,87.41,90.99,14.18,16.18,17.79,0.49,1.23,0.34
102884,Franklin India Equity Advantage Fund Payout Inc Dist cum Cap Wdrl,Large & Mid- Cap,2005-02-03,2.06,115.9,-0.56,0.93,-2.38,0.93,0.96,1.02,90.84,86.59,90.66,14.11,16.14,17.75,0.45,1.18,0.32
102885,SBI Equity Hybrid Fund Regular Growth,Aggressive Allocation,2005-01-19,1.41,17.0,0.15,0.1,-0.16,0.96,0.98,1.03,93.25,92.18,93.11,9.81,10.66,11.73,0.5,1.18,0.49
102913,Canara Robeco Savings Fund Growth,Low Duration,2005-04-03,0.63,296.7,-1.03,-0.74,-0.32,4.51,5.18,2.35,66.92,50.11,35.41,0.58,0.72,0.72,-0.23,0.36,0.99
102914,Canara Robeco Savings Fund Payout of Income Dist cum Cap Wdrl,Low Duration,2005-04-03,0.63,296.7,-1.03,-0.74,-0.32,4.51,5.18,2.35,66.95,50.07,35.34,0.58,0.72,0.72,-0.23,0.36,0.99
102915,Canara Robeco Savings Fund Weekly Payout of Income Dist cum Cap Wdrl,Low Duration,2005-04-03,0.63,296.7,-1.03,-0.74,-0.9,4.51,5.18,1.2,66.96,50.07,10.7,0.58,0.72,0.6,-0.23,0.36,-0.82
102920,Canara Robeco Emerging Equities Growth,Large & Mid- Cap,2005-11-03,1.64,64.0,0.64,1.23,1.74,0.96,0.93,1.02,89.2,89.7,87.32,14.83,15.31,18.13,0.52,1.22,0.54
102921,Canara Robeco Emerging Equities Payout of Income Dist cum Cap Wdrl,Large & Mid- Cap,2005-11-03,1.64,64.0,0.47,0.51,1.27,0.98,0.96,1.04,84.32,80.26,81.7,15.44,16.76,19.18,0.5,1.11,0.49
102941,SBI Magnum Midcap Fund Regular Growth,Mid-Cap,2005-03-29,1.68,37.0,-0.4,3.68,-0.56,0.76,0.85,0.92,87.44,86.16,90.11,14.36,16.09,18.8,0.74,1.54,0.5
102942,SBI Magnum Midcap Fund Regular Payout of Income Distribution cum capital withdrawal option,Mid-Cap,2005-03-29,1.68,37.0,-0.4,3.68,-0.57,0.76,0.85,0.92,87.44,86.16,90.11,14.36,16.09,18.81,0.74,1.54,0.5
102948,HDFC Hybrid Equity Fund Growth,Aggressive Allocation,2000-11-09,1.69,27.43,0.72,1.36,-0.67,0.96,1.06,1.17,95.43,89.84,90.93,9.65,11.62,13.49,0.56,1.27,0.45
103024,SBI Large & Midcap Fund Regular Growth,Large & Mid- Cap,2005-05-25,1.62,29.0,3.03,4.25,1.04,0.86,0.88,0.98,90.62,87.99,90.4,13.13,14.65,17.15,0.72,1.42,0.51
103039,Kotak India EQ Contra Fund Payout of Income Dis cum Cap wdrl,Contra,2005-07-27,1.89,39.82,4.18,2.44,-2.13,0.98,0.96,1.02,95.68,95.08,85.43,14.87,15.47,18.69,0.79,1.36,0.32
103040,Kotak India EQ Contra Fund Growth,Contra,2005-07-27,1.89,39.82,4.18,2.44,1.27,0.98,0.96,0.96,95.68,95.08,96.06,14.87,15.48,16.63,0.79,1.36,0.54
103052,Nippon India Money Market Fund Monthly Payout Inc Dist cum Cap Wdrl,Money Market,2005-06-16,0.44,311.29,-1.49,-0.78,-0.95,2.74,3.2,0.7,7.19,12.12,2.99,0.83,0.73,0.58,-1.16,-0.26,-1.15
103085,Nippon India Value Fund - Growth,Value,2005-08-06,1.85,46.0,4.81,4.47,1.28,1.0,0.99,1.06,94.27,94.05,92.98,15.25,16.05,18.74,0.82,1.47,0.53
103086,Nippon India Value Fund Reinvestment Inc Dist cum Cap Wdrl,Value,2009-01-04,1.85,46.0,2.42,3.3,0.32,0.93,0.96,1.05,82.48,87.92,90.59,15.13,16.08,18.76,0.63,1.36,0.47
103154,Aditya Birla Sun Life Equity Hybrid '95 Fund Payout Inc Dist cum Cap Wdrl,Aggressive Allocation,1995-10-02,1.87,70.0,-3.89,-1.11,-3.14,1.01,1.07,1.14,89.79,89.71,91.62,10.55,11.72,13.03,0.1,1.06,0.26
103158,Tata Treasury Advantage Fund Regular Weekly Payout of Inc Dist cum Cap Wdrl,Low Duration,2005-06-09,0.59,213.27,-1.08,-0.54,-0.95,3.66,4.86,0.44,36.97,29.81,0.13,0.61,0.77,1.83,-0.7,0.5,-0.43
103159,Tata Treasury Advantage Fund Regular Growth,Low Duration,2005-06-09,0.59,213.27,-0.98,-0.46,-0.31,4.23,5.19,1.46,59.34,36.75,1.39,0.57,0.75,1.87,-0.26,0.74,0.14
103160,Tata Treasury Advantage Fund Regular Daily Rnvstmnt of Inc Dist cum Cap Wdrl,Low Duration,2005-06-09,0.59,213.27,-1.14,-0.57,-0.92,4.23,4.95,0.39,43.71,29.82,0.1,0.62,0.78,1.84,-0.55,0.48,-0.42
103173,Aditya Birla Sun Life Frontline Equity Fund Payout Inc Dist cum Cap Wdrl,Large-Cap,2002-08-30,1.67,46.0,-0.13,-0.1,-0.99,0.95,0.96,0.95,98.15,98.21,93.66,13.5,14.85,16.15,0.48,1.16,0.37
103174,Aditya Birla Sun Life Frontline Equity Fund Growth,Large-Cap,2002-08-30,1.67,46.0,0.39,0.33,-0.73,0.94,0.95,0.97,98.39,98.29,98.07,13.37,14.75,16.1,0.52,1.19,0.4
103176,Aditya Birla Sun Life Banking & PSU Debt Fund Retail Growth,Banking & PSU,2002-04-19,0.73,282.83,-0.03,-0.13,-0.25,0.79,1.08,1.3,76.39,87.88,81.45,1.04,1.58,1.98,-0.0,0.66,0.75
103178,Aditya Birla Sun Life Corporate Bond Fund Regular Plan Growth,Corporate Bond,1997-03-03,0.51,234.65,0.41,0.48,0.33,0.97,1.08,1.03,83.13,87.29,88.86,1.2,1.59,1.49,0.41,1.05,1.15
103183,Aditya Birla Sun Life Corporate Bond Fund Regular Plan Monthly Payout Inc Dist cum Cap Wdrl,Corporate Bond,2002-02-18,0.51,234.65,0.04,0.24,-0.96,1.0,1.11,1.04,72.92,84.06,81.08,1.3,1.65,1.54,0.07,0.88,0.26
103191,Aditya Birla Sun Life Low Duration Fund Institutional Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2003-07-25,1.19,0.0,-0.85,-0.49,-0.96,3.61,4.81,1.33,52.73,25.94,7.45,0.53,0.83,0.75,-0.28,0.53,-0.63
103192,Aditya Birla Sun Life Low Duration Regular Plan Growth,Low Duration,1998-05-14,1.19,0.0,-1.06,-0.49,-0.25,3.84,5.05,2.44,57.65,27.61,25.15,0.54,0.81,0.79,-0.67,0.57,0.95
103193,Aditya Birla Sun Life Low Duration Regular Plan Weekly Payout Inc Dist cum Cap Wdrl,Low Duration,2003-04-16,1.19,0.0,-1.55,-0.86,-0.99,3.7,4.96,1.38,28.47,20.47,6.15,0.62,0.87,0.81,-1.44,0.06,-0.56
103195,Aditya Birla Sun Life Low Duration Fund Institutional Growth,Low Duration,2003-04-16,1.19,0.0,-1.06,-0.49,-0.25,3.84,5.05,2.44,57.64,27.62,25.15,0.54,0.81,0.79,-0.67,0.57,0.95
103233,Kotak Equity Opportunities Fund Payout of Income Distribution cum Cap Wdrl,Large & Mid- Cap,2004-09-09,1.63,23.86,3.18,3.06,0.97,0.94,0.88,0.95,89.12,89.68,92.78,14.41,14.43,16.34,0.7,1.35,0.52
103234,Kotak Equity Opportunities Fund Growth,Large & Mid- Cap,2004-09-09,1.63,23.86,3.18,3.06,1.39,0.94,0.88,0.94,89.12,89.68,92.9,14.41,14.43,16.27,0.7,1.35,0.54
103360,Franklin India Smaller Companies Fund Growth,Small-Cap,2006-01-13,1.78,25.06,2.11,1.96,-0.36,0.83,0.84,0.84,91.29,90.61,92.29,17.56,18.17,19.91,0.75,1.47,0.5
103361,Franklin India Smaller Companies Fund Rnvstmnt of Inc Dist cum Cap Wdrl,Small-Cap,2006-01-13,1.78,25.06,1.15,0.94,-1.88,0.85,0.85,0.89,91.37,90.85,90.31,17.87,18.42,21.19,0.69,1.41,0.43
103490,Quantum Long Term Equity Value Fund Direct Growth,Value,2006-03-13,1.1,13.35,4.21,2.98,-0.06,0.82,0.87,0.89,92.8,92.19,91.24,12.65,14.33,15.83,0.83,1.39,0.45
103491,Quantum Long Term Equity Value Fund Direct Payout Inc Dist cum Cap Wdrl,Value,2006-03-13,1.1,13.35,4.22,2.99,-0.05,0.82,0.87,0.89,92.8,92.18,91.23,12.64,14.33,15.83,0.83,1.39,0.45
103504,SBI Bluechip Fund Regular Growth,Large-Cap,2006-02-14,1.53,23.0,0.41,0.05,-0.43,0.9,0.95,0.96,96.38,95.67,95.92,12.89,14.9,16.08,0.51,1.16,0.41
103616,SBI Bluechip Fund Regular Reinvestment Inc Dist cum Cap Wdrl,Large-Cap,2006-02-14,1.53,23.0,0.41,0.05,-0.44,0.9,0.95,0.96,96.38,95.67,95.93,12.89,14.9,16.08,0.51,1.16,0.41
103633,ICICI Prudential Money Market Fund Regular Growth,Money Market,2006-09-03,0.32,257.01,-0.41,-0.24,0.18,3.7,4.56,1.42,68.53,57.25,28.38,0.5,0.65,0.55,1.02,1.25,1.85
103634,ICICI Prudential Money Market Fund Daily Reinvestment Inc Dist cum Cap Wdrl,Money Market,2006-03-03,0.32,257.01,-0.59,-0.65,-0.79,3.5,4.45,0.67,39.77,28.97,3.25,0.55,0.82,0.63,0.3,0.26,-0.97
103635,ICICI Prudential Money Market Fund Weekly Reinvestment Inc Dist cum Cap Wdrl,Money Market,2006-03-03,0.32,257.01,-0.48,-0.28,-0.49,3.3,4.16,0.43,33.22,38.85,1.78,0.57,0.68,0.52,0.44,0.92,-0.67
103819,DSP Equity Opportunities Fund Growth,Large & Mid- Cap,2000-05-16,1.71,38.0,5.3,2.89,1.34,0.97,0.96,1.03,90.09,88.22,91.29,14.88,15.89,17.96,0.84,1.31,0.53
103820,DSP Equity Opportunities Fund Payout of Income Dist cum Cap Wdrl,Large & Mid- Cap,2000-05-16,1.71,38.0,5.12,2.57,0.82,0.97,0.95,1.03,89.82,87.64,91.18,14.91,15.92,17.96,0.83,1.29,0.5
103884,SBI Magnum Ultra Short Duration Fund Regular Plan Weekly Reinvestment of Income Dist cum cap wdrl,Ultra Short Duration,1999-05-21,0.54,291.95,-1.55,-0.96,-1.11,1.81,2.73,0.76,3.65,9.53,4.41,0.78,0.7,0.54,-1.59,-0.65,-1.51
104138,DSP Ultra Short Fund Regular Plan Growth,Ultra Short Duration,2006-07-31,1.01,209.95,-0.96,-0.86,-0.71,3.23,3.49,1.57,60.85,62.46,17.42,0.47,0.59,0.68,-0.9,-0.63,-0.2
104139,DSP Ultra Short Fund Regular Plan Weekly Reinvestment of Income Distribution cum capital Wdrl Opt,Ultra Short Duration,2006-07-31,1.01,209.95,-1.04,-0.98,-1.38,2.65,2.86,0.36,32.11,38.28,0.87,0.5,0.6,0.62,-1.35,-1.25,-2.21
104140,DSP Ultra Short Fund Regular Plan Daily Reinvestment of Income Distribution cum capital Wdrl Opt,Ultra Short Duration,2006-07-31,1.01,209.95,-1.37,-1.41,-1.86,3.07,2.85,0.46,21.61,25.18,1.31,0.59,0.68,0.68,-1.42,-1.97,-2.82
104481,DSP Midcap Fund Growth,Mid-Cap,2006-11-14,1.71,40.0,-4.59,-4.67,-1.04,0.94,0.9,0.9,90.78,89.66,89.83,17.53,16.76,18.59,0.52,1.06,0.48
104482,DSP Midcap Fund Reinvestment of Income Distribution cum capital withdrawal option,Mid-Cap,2006-11-14,1.71,40.0,-4.83,-5.09,-1.49,0.94,0.91,0.91,90.82,89.53,89.83,17.57,16.87,18.73,0.5,1.04,0.45
104513,Quant Large and Mid Cap Fund Growth,Large & Mid- Cap,2006-11-20,1.92,355.0,1.88,3.68,3.53,1.1,0.97,0.89,84.46,73.49,76.43,17.38,17.71,16.9,0.58,1.24,0.62
104514,Quant Large and Mid Cap Fund Reinvestment Inc Dist cum Cap Wdrl,Large & Mid- Cap,2006-01-12,1.92,355.0,1.96,3.81,3.19,1.1,0.97,0.87,84.41,73.32,75.64,17.38,17.72,16.66,0.58,1.25,0.6
104515,Quant Large and Mid Cap Fund Bonus,Large & Mid- Cap,2006-01-12,1.92,355.0,1.93,3.73,3.54,1.1,0.97,0.89,84.43,73.45,76.41,17.39,17.72,16.9,0.58,1.24,0.62
104559,Canara Robeco Savings Fund Daily Reinvestment of Income Dist cum Cap Wdrl,Low Duration,2006-11-30,0.63,296.7,-1.04,-0.78,-0.94,4.42,4.93,1.16,66.37,44.27,10.21,0.57,0.74,0.61,-0.31,0.22,-0.92
104722,Invesco India Low Duration Fund Regular Weekly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-01-18,0.6,256.64,-1.62,-1.28,-1.27,4.36,5.89,2.47,60.54,42.18,25.54,0.59,0.81,0.8,-1.64,-0.28,-0.45
104723,Invesco India Low Duration Fund Regular Monthly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-01-18,0.6,256.64,-1.69,-1.31,-1.47,4.69,6.03,2.02,66.48,44.17,17.39,0.6,0.81,0.76,-1.6,-0.28,-0.97
104725,Invesco India Low Duration Fund Weekly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-01-18,0.6,256.64,1.2,2.11,1.4,6.74,11.12,1.31,19.87,26.04,1.45,1.28,1.71,1.53,2.19,2.41,1.19
104726,Invesco India Low Duration Fund Growth,Low Duration,2007-01-18,0.6,256.64,-1.07,-0.7,-0.31,4.72,6.05,2.7,66.67,44.33,31.48,0.6,0.81,0.81,-0.22,0.58,1.02
104728,Invesco India Low Duration Fund Regular Growth,Low Duration,2007-01-18,0.6,256.64,-1.69,-1.31,-0.86,4.69,6.03,2.7,66.48,44.12,31.52,0.6,0.81,0.81,-1.6,-0.28,0.24
104729,Invesco India Low Duration Fund Monthly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-05-03,0.6,256.64,3.71,3.68,2.25,8.16,7.9,0.21,55.42,45.56,0.07,1.03,1.14,1.16,6.27,5.55,2.01
104907,Kotak Emerging Equity Scheme Reinvestment of Income Distribution cum Cap Wdrl,Mid-Cap,2007-03-30,1.47,44.19,-0.79,1.74,0.95,0.87,0.9,0.93,88.66,90.27,93.22,16.44,16.55,18.79,0.72,1.45,0.59
104908,Kotak Emerging Equity Scheme Growth,Mid-Cap,2007-03-30,1.47,44.19,-0.79,1.74,1.11,0.87,0.9,0.93,88.66,90.27,93.16,16.44,16.55,18.8,0.72,1.45,0.6
105000,Sundaram large and Mid Cap Fund Transfer Inc Dist cum Cap Wdrl,Large & Mid- Cap,2007-02-27,1.86,35.0,-0.99,0.17,-0.01,1.03,0.95,1.0,91.4,89.02,90.61,15.62,15.69,17.4,0.42,1.15,0.45
105001,Sundaram large and Mid Cap Fund Growth,Large & Mid- Cap,2007-02-27,1.86,35.0,-0.42,0.68,0.43,1.02,0.94,0.99,91.41,88.89,90.65,15.49,15.62,17.35,0.46,1.18,0.48
105024,Invesco India Low Duration Fund Regular Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-08-03,0.6,256.64,-1.68,-1.3,-0.99,4.68,6.02,2.52,66.38,44.04,26.18,0.6,0.81,0.79,-1.59,-0.27,-0.04
105025,Invesco India Low Duration Fund Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-06-03,0.6,256.64,-1.07,-0.7,-0.92,4.61,5.97,1.6,65.63,43.67,11.98,0.59,0.81,0.71,-0.28,0.55,-0.44
105080,SBI Magnum Ultra Short Duration Fund Regular Plan Daily Transfer of Income Dist cum cap wdrl,Ultra Short Duration,2007-03-15,0.54,291.95,-0.72,-0.47,-0.66,3.5,3.92,0.55,74.27,59.2,4.31,0.48,0.59,0.46,0.01,0.63,-1.15
105185,Invesco India Short Duration Fund Growth,Short Duration,2007-03-24,1.05,136.54,-0.58,-0.92,-1.1,0.96,1.09,1.18,78.76,88.4,89.02,1.23,1.63,1.72,-0.5,0.17,0.26
105187,Invesco India Short Duration Fund Plan B Monthly Reinvestment of Income Dist cum Capital Wtdrl,Short Duration,2007-03-24,1.05,136.54,2.19,1.24,1.38,1.28,1.53,1.67,69.25,81.85,84.12,1.7,2.37,2.51,1.44,1.27,1.46
105189,Invesco India Short Duration Fund Plan B Growth,Short Duration,2007-03-24,1.05,136.54,-0.62,-0.94,-1.11,0.96,1.09,1.18,78.89,88.5,89.08,1.22,1.63,1.72,-0.54,0.15,0.26
105190,Invesco India Short Duration Fund Weekly Reinvestment of Income Dist cum Capital Wtdrl,Short Duration,2007-03-24,1.05,136.54,-0.59,-0.92,-1.94,0.96,1.09,1.06,74.39,86.45,84.25,1.25,1.64,1.57,-0.49,0.16,-0.35
105191,Invesco India Short Duration Fund Monthly Reinvestment of Income Dist cum Capital Wtdrl,Short Duration,2007-03-24,1.05,136.54,-0.61,-0.94,-1.88,0.96,1.09,1.02,79.11,88.49,85.2,1.22,1.63,1.5,-0.53,0.15,-0.37
105192,Invesco India Short Duration Fund Plan B Weekly Reinvestment of Income Dist cum Capital Wtdrl,Short Duration,2007-03-24,1.05,136.54,-0.63,-0.95,-2.03,0.95,1.09,1.05,74.52,86.66,83.69,1.25,1.64,1.56,-0.53,0.14,-0.42
105459,Invesco India Contra Fund Reinvestment of Income Dist cum Capital Wtdrl,Contra,2007-11-04,1.67,74.0,3.94,1.77,1.14,0.97,0.96,0.98,93.68,93.69,94.9,14.86,15.62,17.16,0.77,1.3,0.53
105460,Invesco India Contra Fund Growth,Contra,2007-11-04,1.67,74.0,3.94,1.93,1.48,0.97,0.96,0.99,93.69,93.98,95.01,14.85,15.59,17.33,0.77,1.32,0.55
105503,Invesco India Mid Cap Fund Growth,Mid-Cap,2007-04-19,1.84,48.0,1.5,1.57,0.9,0.9,0.88,0.89,88.38,87.6,91.89,17.02,16.54,18.21,0.86,1.42,0.59
105504,Invesco India Mid Cap Fund Reinvestment of Income Dist cum Capital Wtdrl,Mid-Cap,2007-04-19,1.84,48.0,-0.93,0.16,-0.27,0.83,0.85,0.85,79.1,81.97,81.72,16.68,16.46,18.3,0.67,1.29,0.49
105543,HDFC Low Duration Regular Plan Monthly Reinvestment of Income Distribution cum Capital Wdrl Opt,Low Duration,2007-04-24,1.01,59.23,-0.8,-0.16,-0.68,2.42,3.6,0.91,4.91,7.54,2.27,0.93,1.06,0.88,-0.35,0.48,-0.37
105548,HDFC Low Duration Regular Plan Daily Reinvestment of Income Distribution cum Capital Wdrl Opt,Low Duration,2007-04-24,1.01,59.23,-1.43,-0.46,-0.87,4.47,4.59,1.12,31.74,14.57,3.92,0.71,0.95,0.81,-0.83,0.4,-0.53
105578,UTI - Low Duration Fund - Discontinued - Periodic Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-04-25,0.46,216.83,-1.08,1.12,-0.55,4.04,0.39,-1.29,58.15,0.02,0.24,0.56,2.04,3.87,-0.59,0.57,-0.27
105605,UTI - Low Duration Fund - Regular Plan - Daily Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-04-27,0.46,216.83,-0.64,1.63,0.08,3.97,0.18,-1.74,59.0,0.01,0.44,0.55,2.04,3.84,0.43,0.8,-0.15
105627,UTI - Low Duration Fund - Regular Plan - WeeklyReinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-04-05,0.46,216.83,-0.64,1.63,0.09,3.97,0.18,-1.74,59.0,0.01,0.45,0.55,2.04,3.84,0.43,0.8,-0.15
105658,UTI - Low Duration Fund - Regular Plan - Monthly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-08-05,0.46,216.83,-0.64,1.63,-0.07,3.97,0.18,-1.43,59.0,0.01,0.29,0.55,2.04,3.88,0.43,0.8,-0.16
105659,UTI - Low Duration Fund - Discontinued Flexi Weekly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-08-05,0.46,216.83,-6.53,-4.18,-3.89,1.39,1.66,0.83,4.13,0.21,0.09,0.53,2.79,4.08,-11.63,-1.35,-0.87
105670,UTI - Low Duration Fund - Discontinued Monthly Reinvestment Inc Dist cum Cap Wdrl,Low Duration,2007-09-05,0.46,216.83,-1.09,1.24,-0.42,4.06,-0.08,-1.61,58.26,0.0,0.37,0.56,2.09,3.91,-0.62,0.57,-0.26
105757,HDFC Mid-Cap Opportunities Fund Reinvestment of Income Distribution cum Cptl Wdrl Opt,Mid-Cap,2007-06-25,1.42,18.47,4.22,3.81,1.03,0.85,0.9,0.94,95.31,94.6,95.71,15.52,16.21,18.78,1.07,1.61,0.6
105758,HDFC Mid-Cap Opportunities Fund Growth,Mid-Cap,2007-06-25,1.42,18.47,4.2,3.82,1.26,0.85,0.9,0.94,95.31,94.62,95.54,15.53,16.2,18.8,1.07,1.61,0.62
105804,Aditya Birla Sun Life Small Cap Fund Growth,Small-Cap,2007-05-31,1.95,39.0,-3.5,-3.68,-3.31,0.87,0.91,0.94,94.33,93.75,94.23,18.08,19.35,22.06,0.45,1.19,0.38
105805,Aditya Birla Sun Life Small Cap Fund Reinvst of Inc Dis cum Cap Wdrl,Small-Cap,2007-05-31,1.95,39.0,-3.9,-3.97,-3.54,0.87,0.91,0.94,93.92,93.46,94.07,18.06,19.37,22.05,0.42,1.18,0.37
105822,LIC MF Banking & PSU Fund Daily Reinvestment of Income Dis cum Cap Wrdl,Banking & PSU,2007-05-28,0.78,123.98,-0.41,-0.72,-1.39,0.84,0.87,0.73,59.33,77.85,64.83,1.19,1.4,1.24,-0.35,0.17,-0.35
105823,LIC MF Banking & PSU Fund Growth,Banking & PSU,2007-05-28,0.78,123.98,-0.26,-0.6,-0.42,0.84,0.87,0.78,64.96,80.18,72.38,1.16,1.39,1.29,-0.22,0.26,0.49
105856,LIC MF Banking & PSU Fund Monthly Reinvestment of Income Dis cum Cap Wrdl,Banking & PSU,2007-05-28,0.78,123.98,-0.26,-0.66,-1.8,0.84,0.81,0.68,64.93,73.67,49.85,1.16,1.37,1.31,-0.22,0.18,-0.69
105857,LIC MF Banking & PSU Fund Weekly Reinvestment of Income Dis cum Cap Wrdl,Banking & PSU,2007-05-28,0.78,123.98,-0.26,-0.59,-1.67,0.84,0.87,0.68,64.93,79.95,52.71,1.16,1.39,1.26,-0.22,0.27,-0.61
